"smis_reference","event_date","period","place","report_title","sub_event","injury_degree_2013","fwi_2013"
SMIS2313650,2018-11-21 22:35:00.000,201809,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,None,0
SMIS2313695,2018-11-24 14:00:00.000,201809,North Pole Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313771,2018-11-25 20:00:00.000,201809,Salisbury LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313688,2018-11-26 00:00:00.000,201809,Farnham LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313536,2018-11-26 09:30:00.000,201809,Eastcroft LMD (Nottingham),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313927,2018-11-27 12:00:00.000,201809,Hornsey EMU Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313504,2018-11-27 14:00:00.000,201809,Finnieston MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313544,2018-11-28 16:40:00.000,201809,Neville Hill LMD East Midlands Trains,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313575,2018-11-29 12:00:00.000,201809,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313635,2018-12-03 03:15:00.000,201809,Lovers Walk TMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314765,2018-12-03 20:37:00.000,201809,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313840,2018-12-04 00:00:00.000,201809,Corkerhill LMD (Glasgow),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313702,2018-12-05 00:00:00.000,201809,Bristol St Philips Marsh LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313829,2018-12-05 10:00:00.000,201809,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313830,2018-12-05 13:20:00.000,201809,Birkenhead Central LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313694,2018-12-05 15:00:00.000,201809,Whitemoor Yard,"Person interacting with animal, object,  vehicle or another person",person interaction,Severe 7,0.01
SMIS2313849,2018-12-09 06:45:00.000,201810,Selhurst Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313711,2018-12-09 07:32:00.000,201810,Crewe Gresty Road MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313772,2018-12-11 06:50:00.000,201810,Ashford Plant Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314085,2018-12-11 08:00:00.000,201810,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313876,2018-12-14 08:20:00.000,201810,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2313930,2018-12-19 00:00:00.000,201810,Plymouth (Laira) Diesel LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314011,2018-12-23 11:15:00.000,201810,Slade Green LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314000,2018-12-24 08:13:00.000,201810,Shenfield Compounds Up Sd MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Specified,0.125
SMIS2314153,2018-12-27 02:00:00.000,201810,Neville Hill LMD (Ns) Northern Rail,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314301,2019-01-01 23:30:00.000,201810,Farnham LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314122,2019-01-02 12:45:00.000,201810,Lovers Walk TMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314078,2019-01-02 12:45:00.000,201810,Eastcroft LMD (Nottingham),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314099,2019-01-03 06:50:00.000,201810,Eastcroft LMD (Nottingham),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314135,2019-01-04 14:29:00.000,201810,Carnforth Station MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314286,2019-01-06 22:20:00.000,201811,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314221,2019-01-09 10:30:00.000,201811,Heaton LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314274,2019-01-12 02:58:00.000,201811,Cardiff Canton Depot (DB Schenker),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314313,2019-01-15 11:30:00.000,201811,Bedford Midland LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314539,2019-01-21 05:12:00.000,201811,Poole Sidings,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314417,2019-01-22 09:45:00.000,201811,Hull Yard,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314547,2019-01-22 23:55:00.000,201811,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314521,2019-01-28 01:20:00.000,201811,Allerton LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314526,2019-01-29 00:00:00.000,201811,DRS Motherwell,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314579,2019-01-29 03:15:00.000,201811,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314565,2019-01-30 10:15:00.000,201811,Slade Green LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314671,2019-01-30 20:10:00.000,201811,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314576,2019-01-30 23:30:00.000,201811,Neville Hill LMD (Ns) Northern Rail,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314573,2019-01-31 10:15:00.000,201811,Cricklewood Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314607,2019-02-01 09:30:00.000,201811,Peak Forest Tdc,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314631,2019-02-02 00:00:00.000,201811,Bristol St Philips Marsh LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314603,2019-02-02 08:30:00.000,201811,Bletchley LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314593,2019-02-03 01:20:00.000,201812,Perth MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314836,2019-02-05 21:40:00.000,201812,Farnham LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314884,2019-02-06 00:00:00.000,201812,Selhurst Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314730,2019-02-10 16:20:00.000,201812,Ramsgate Train Maintenance Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314692,2019-02-10 23:39:00.000,201812,March Depot MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314728,2019-02-11 05:43:00.000,201812,Singlewell IMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315040,2019-02-15 17:00:00.000,201812,Salisbury LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314961,2019-02-17 10:12:00.000,201812,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314875,2019-02-18 10:24:00.000,201812,Exeter Olds View Depot MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314968,2019-02-21 13:00:00.000,201812,Haymarket LMD (Edinburgh),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314957,2019-02-21 21:47:00.000,201812,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2314951,2019-02-24 13:05:00.000,201812,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315194,2019-02-27 02:00:00.000,201812,Fratton Tcd (LMD),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315069,2019-02-28 10:30:00.000,201812,Slade Green LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315245,2019-03-05 13:00:00.000,201813,Neville Hill LMD (Ns) Northern Rail,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315179,2019-03-07 07:04:00.000,201813,Romford MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315511,2019-03-07 23:06:00.000,201813,Farnham LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315280,2019-03-09 14:00:00.000,201813,Crown Point LMD (Norwich),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315219,2019-03-10 00:45:00.000,201813,Millerhill,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315662,2019-03-11 08:55:00.000,201813,Westbury Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Severe 7,0.01
SMIS2315284,2019-03-12 04:54:00.000,201813,Newton Heath LMD (Manchester),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315299,2019-03-12 10:45:00.000,201813,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315285,2019-03-13 00:00:00.000,201813,Neville Hill LMD (Ns) Northern Rail,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315409,2019-03-19 11:00:00.000,201813,Trent Yard GF,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315556,2019-03-19 14:30:00.000,201813,Ilford MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315729,2019-03-21 03:00:00.000,201813,Barton Mills LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS4318416,2019-03-22 03:00:00.000,201813,Three Bridges MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS2315838,2019-03-22 18:00:00.000,201813,Crown Point LMD (Norwich),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315552,2019-03-24 16:10:00.000,201813,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315548,2019-03-24 21:30:00.000,201813,Ilford LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323189,2019-03-25 01:30:00.000,201813,Woking ECR,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2315588,2019-03-27 22:00:00.000,201813,Ilford LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
