"smis_reference","event_date","period","place","report_title","description","injury_degree_2013","fwi_2013"
SMIS02542,2018-05-22 09:00:00.000,201802,Lovers Walk TMD,Awkward Body Movement,Back strain - Brighton Lovers Walk Engineering Depot - 22/05/18,Non-severe,0.001
SMIS239200,2018-05-22 10:30:00.000,201802,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",Contractor 40131 22/05/2018 Contractor sustained injury whilst undertaking cleaning duties at Wimbledon TCD,Non-severe,0.001
SMIS239413,2018-05-22 20:30:00.000,201802,Newton Heath LMD (Manchester),"Person interacting with animal, object,  vehicle or another person",Fitter cut cheek on hose reel gun,Non-severe,0.001
SMIS239667,2018-05-23 00:15:00.000,201802,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person","142006 23052018 CTN 022 [MINOR]- Screwdriver slipped under employees nail",Non-severe,0.001
SMIS239670,2018-05-23 00:30:00.000,201802,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person","23052018 CTN 022 [MINOR]- Fitter tore tendon while operating bulk loader",Severe 7,0.01
SMIS3010549,2018-05-23 12:05:00.000,201802,East Ham LMD (London),Slip trip or fall,Bombardier Technician fell on uneven floor slab in No. 6 Inspection Pit at East Ham depot,Non-severe,0.001
SMIS239189,2018-05-23 15:00:00.000,201802,Newport Godfrey Rd MDU,"Person interacting with animal, object,  vehicle or another person","PA. IP GW&C contractor cut his arm at Godfrey Road compound, Newport. SCO 37537",Non-severe,0.001
SMIS3010433,2018-05-24 00:25:00.000,201802,Welwyn Gdn City LMD,Slip trip or fall,Staff Acc - TPTL misplaced his left foot as getting off a train then slipped off the platform Welwyn Garden City Sidings,Severe 7,0.01
SMIS3025306,2018-05-24 07:35:00.000,201802,Bounds Green LMD,Slip trip or fall,"Bounds Green outside 5th End 17RD - Production Manager walking back to office from car park, lost his grip on floor causing him to fall, landing on his wrist. No first aid administered.",Non-severe,0.001
SMIS239477,2018-05-24 11:30:00.000,201802,Ilford LMD (London),"Person interacting with animal, object,  vehicle or another person",Technician bruised back on keyboard shelves at Ilford Depot,Non-severe,0.001
SMIS239219,2018-05-24 12:40:00.000,201802,Kirkdale TCS (LMD) (Liverpool),"Person interacting with animal, object,  vehicle or another person",Guard cut his finger on a tin of anchovies he was opening for lunch.,Non-severe,0.001
SMIS2311158,2018-05-24 23:00:00.000,201802,Irvine Up Yard/SandT Workshops,"Person interacting with animal, object,  vehicle or another person",PA: Motherwell DU Technician suffered minor back injury due to chair back giving way at Irvine.,Non-severe,0.001
SMIS239221,2018-05-25 01:15:00.000,201802,Salisbury LMD,"Person interacting with animal, object,  vehicle or another person",Staff 41603 25/05/2018 Depot driver injured their knee when boarding unit 159002 at Salisbury TCD,Non-severe,0.001
SMIS239611,2018-05-26 06:00:00.000,201802,Ilford LMD (London),"Person interacting with animal, object,  vehicle or another person",Technician at Ilford depot cut arm on droplight,Non-severe,0.001
SMIS239311,2018-05-28 13:20:00.000,201803,Gillingham (Kent) MDU,"Person interacting with animal, object,  vehicle or another person",Gillingham depot- staff holding a 'slipper' which slipped and crushed his fingers on falling,Non-severe,0.001
SMIS239478,2018-05-29 10:15:00.000,201803,Ilford LMD (London),"Person interacting with animal, object,  vehicle or another person",Train Presentation employee stung finger on sharp object in newspaper at Ilford depot,Non-severe,0.001
SMIS239337,2018-05-29 14:15:00.000,201803,Stewarts Lane LMD (London),"Person interacting with animal, object,  vehicle or another person",Staff Acc - cuts to left hand - Battersea Stewarts Lane Engineering Depot - 29/05/18,Non-severe,0.001
SMIS239314,2018-05-29 16:10:00.000,201803,Ramsgate Train Maintenance Depot,"Person interacting with animal, object,  vehicle or another person","Battery moved forward when trying to open it, cutting engineers hand Ramsgate depot 23Rd",Non-severe,0.001
SMIS19620,2018-05-30 09:15:00.000,201803,Stoke On Trent MDU,Other event resulting in injury or fatality,Personal injury reported at DB Cargo Maintenance Stoke,Non-severe,0.001
SMIS19619,2018-05-30 09:30:00.000,201803,Cardiff Tidal,Other event resulting in injury or fatality,Track inspector  has cut his left index finger whilst unloading lockers from a van at Cardiff Tidal.,Non-severe,0.001
SMIS3020203,2018-05-30 13:40:00.000,201803,Etches Park LMD (Derby),Slip trip or fall,Staff (Depot) Accident at Etches Park,Non-severe,0.001
SMIS3010575,2018-05-30 15:45:00.000,201803,Fratton Tcd (LMD),Slip trip or fall,Contractor 26858 30/05/2018 Contractor STF off a box on a unit at Fratton TCD,Non-severe,0.001
SMIS3010565,2018-05-30 22:30:00.000,201803,Haymarket LMD (Edinburgh),Slip trip or fall,Train Driver injured his hand and leg after tripping over metal door edge as he was leaving the shunters bothy sustaining grazing to hand and leg.,Non-severe,0.001
SMIS19623,2018-05-31 13:15:00.000,201803,DRS Carlisle - Kingmoor,Other event resulting in injury or fatality,GSTM lost his grip and it swung striking him in the forehead knocking off his safety hat and glasses,Non-severe,0.001
SMIS3010582,2018-05-31 15:00:00.000,201803,Salisbury LMD,Slip trip or fall,"Staff 41604 31/05/2018 Salisbury TCD: Fitter fell when climbing down the ladder from the fuel tank, injuring his left hip, elbow, knee and hip.",Non-severe,0.001
SMIS239385,2018-06-01 02:55:00.000,201803,Ramsgate Train Maintenance Depot,"Person interacting with animal, object,  vehicle or another person",Shunter driver attaching jumper cable strained between shoulders Ramsgate sidings,Non-severe,0.001
SMIS239410,2018-06-01 11:33:00.000,201803,Northampton Bridge St MDU,"Person interacting with animal, object,  vehicle or another person",Driver was caught by water spraying through cab windown at Northampton,Non-severe,0.001
SMIS239437,2018-06-02 00:00:00.000,201803,Neville Hill LMD East Midlands Trains,"Person interacting with animal, object,  vehicle or another person",Contact Falling Table at Neville Hill,Non-severe,0.001
SMIS3010686,2018-06-02 12:50:00.000,201803,Allerton LMD,Slip trip or fall,Depot Train Driver at Allerton slipped on rain water from a leaking roof whilst alighting 156461.,Non-severe,0.001
SMIS2310117,2018-06-04 02:20:00.000,201803,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person","Contractor 41702 04/06/2018 Bournemouth TCD: A cleaner cleaning the bottom area of a bin on unit 444003, coach 63803,  caught their finger on the metal stip and grazed their finger.",Non-severe,0.001
SMIS2311902,2018-06-04 12:10:00.000,201803,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",Staff 40135 04/06/2018 Wimbledon TCD: An apprentice on Wimbledon TCD was moving a HVAC holder back to its designated area when their left foot got trapped underneath it when pulling it.,Non-severe,0.001
SMIS19643,2018-06-04 13:00:00.000,201803,Romford MDU,Other event resulting in injury or fatality,"32695 - Gidea Park Sidings - Trainee Driver cut thumb",Non-severe,0.001
SMIS3012387,2018-06-05 01:30:00.000,201803,Bournemouth West LMD,Slip trip or fall,Staff 41704 05/06/2018 Bournemouth TCD:  A cleaner on Bournemouth TCD reported tripped when the top of their boot caught a loose board between 11 and 12 Roads 11days  lost from duty,Severe 7,0.01
SMIS02566,2018-06-05 11:30:00.000,201803,East Ham LMD (London),Awkward Body Movement,Train Care Team Leader (Contracted staff) turned awkwardly whilst mopping floor and twisted right ankle,Non-severe,0.001
SMIS3010669,2018-06-05 12:30:00.000,201803,Brighton Ced Swimu MDU,Slip trip or fall,PA - Brighton Works Delivery staff member slipped on a wet floor at Brighton Combined Engineering Depot and injured his left ankle.,Non-severe,0.001
SMIS3010751,2018-06-05 12:30:00.000,201803,Brighton MDU,Slip trip or fall,Staff Acc - slipped on a wet patch in depot gentleman's facilities Brighton Combined Engineering Depot 05/06/2018,Non-severe,0.001
SMIS239743,2018-06-05 15:30:00.000,201803,Tonbridge MDU,"Person interacting with animal, object,  vehicle or another person",PA - Contractor Accident - WDU - IP bruised their left wrist after being struck by a hammer at Tonbridge - Potential late report,Non-severe,0.001
SMIS239852,2018-06-05 16:00:00.000,201803,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",Technician trapped a finger in a contactor when inspecting an air leak. Technician bruised finger right hand.,Non-severe,0.001
SMIS239849,2018-06-05 18:45:00.000,201803,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person","05062018 CTN 035 [MINOR]- Employee fractured little toe when he stubbed it on a locker",Non-severe,0.001
SMIS2322851,2018-06-05 22:00:00.000,201803,Craigentinny LMD (Edinburgh),"Person interacting with animal, object,  vehicle or another person",Craigentinny 13 Road - Depot Driver/Shunter caught index finger when the ETH lid sprung down on top of it.  No first aid required.,Non-severe,0.001
SMIS3010697,2018-06-05 23:50:00.000,201803,Doncaster Csdc,Slip trip or fall,river reports he stood on a wooden man hole cover in the Wood yard and it gave way causing him to fall partially into the drain underneath.,Non-severe,0.001
SMIS2073,2018-06-06 00:00:00.000,201803,Etches Park LMD (Derby),Person exposed to a hazardous condition,Substance in  eye,Non-severe,0.001
SMIS239853,2018-06-06 14:30:00.000,201803,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",Technician walked into the points operating handle. Technician strained back.,Non-severe,0.001
SMIS239510,2018-06-07 00:00:00.000,201803,Neville Hill LMD East Midlands Trains,"Person interacting with animal, object,  vehicle or another person",Contact Bin at Neville Hill,Non-severe,0.001
SMIS02569,2018-06-07 03:40:00.000,201803,Newton Heath LMD (Manchester),Awkward Body Movement,TPO injured back,Non-severe,0.001
SMIS3011080,2018-06-07 09:00:00.000,201803,Birkenhead North LMD,Slip trip or fall,Technician slipped on a step outside the changing room. Technician strained left ankle.,Non-severe,0.001
SMIS3010808,2018-06-07 10:30:00.000,201803,Slade Green LMD,Slip trip or fall,"Shunt driver fell alighting 465239 after shunt move, Slade Green sidings 4Road",Specified,0.125
SMIS239502,2018-06-07 15:00:00.000,201803,Woking ECR,"Person interacting with animal, object,  vehicle or another person","1.	Personal Accident (SMIS) – Contact Injury – 7V12 – 59206 – Woking – OSM West (Incident 25418)",Non-severe,0.001
SMIS016989,2018-06-08 12:10:00.000,201803,Guide Bridge MDU,Assault and abuse,Assault Manchester DU: Operative was pushed to the ground and bruised arm during an altercation with a colleague at Guide Bridge depot,Non-severe,0.001
SMIS19640,2018-06-09 00:00:00.000,201803,Plymouth (Laira) Diesel LMD,Other event resulting in injury or fatality,Injury received by multiskilled technician at Laira Depot,Non-severe,0.001
SMIS3010783,2018-06-09 06:14:00.000,201803,Shoeburyness CSD,Slip trip or fall,Train Driver stumbled and fell on walkway at Shoeburyness depot.,Non-severe,0.001
SMIS239886,2018-06-10 04:50:00.000,201803,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person","10062018 CTN [MINOR]- Employee strained back while lifting equipment",Non-severe,0.001
SMIS239516,2018-06-10 18:10:00.000,201803,Sittingbourne MDU,"Person interacting with animal, object,  vehicle or another person",PA DU Ashford - IP injured his back lifting a jack onto his shoulder at Sittingbourne,Non-severe,0.001
SMIS3011551,2018-06-11 09:00:00.000,201803,Cricklewood Terminal,Slip trip or fall,Driver slipped whilst alighting from set,Severe 7,0.01
SMIS239578,2018-06-11 12:30:00.000,201803,Gillingham (Kent) MDU,"Person interacting with animal, object,  vehicle or another person","Engineer hit his hand with hammer when pinbar slipped, Gillingham sidings",Non-severe,0.001
SMIS239662,2018-06-11 12:45:00.000,201803,Inverness TMD,"Person interacting with animal, object,  vehicle or another person",Whilst under instruction of maintenance staff an apprentice was refitting engine mount bolts and some dirt fell down into his eye.,Non-severe,0.001
SMIS19644,2018-06-12 00:00:00.000,201803,Toton TMD,Other event resulting in injury or fatality,Jet wash hose sheared off and struck TMD ON the right hand side of the neck,Non-severe,0.001
SMIS239731,2018-06-12 00:25:00.000,201803,Skipton MDU,"Person interacting with animal, object,  vehicle or another person",TPO struck by unit skirt,Severe 7,0.01
SMIS3010863,2018-06-12 00:45:00.000,201803,Ebbw Jct MDU,Slip trip or fall,PA. Cardiff DU Welding staff lost footing at Ebbw Yard,Non-severe,0.001
SMIS3010832,2018-06-12 14:41:00.000,201803,Slade Green LMD,Slip trip or fall,PA DU London Bridge - IP tripped and banged his knee at Slade Green Sidings,Non-severe,0.001
SMIS173370,2018-06-13 10:11:00.000,201803,Allerton LMD,"Non-rail vehicle colliding with animal, object or another road vehicle",TPM at Allerton reports his car was struck by another road vehicle as he was turning into Allerton depot.,Shock/Trauma,0.001
SMIS02576,2018-06-13 22:00:00.000,201803,Heaton LMD,Awkward Body Movement,TPO injured back,Non-severe,0.001
SMIS19652,2018-06-14 00:00:00.000,201803,Reading (Cow Lane) MDU,Other event resulting in injury or fatality,GWR Colleague at Reading TCD pulled muscle in back,Non-severe,0.001
SMIS239649,2018-06-14 01:00:00.000,201803,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person",Contractor 41706 14/06/2018 Bournemouth TCD: Cleaner dislocated their knee when climbing into a unit on number 6 Road.,Non-severe,0.001
SMIS2322938,2018-06-14 04:19:00.000,201803,Bounds Green LMD,"Person interacting with animal, object,  vehicle or another person","Bounds Green 16rd, Pit Bay 1 - Member of staff bitten on arms by flies whilst working on a loco.",Non-severe,0.001
SMIS02573,2018-06-14 13:30:00.000,201803,Heaton LMD,Awkward Body Movement,Level 3 fitter at Heaton reports his left knee gave way whilst lifing a battery into the battery box on depot.,Non-severe,0.001
SMIS239678,2018-06-14 19:24:00.000,201803,Farnham LMD,"Person interacting with animal, object,  vehicle or another person",Staff 39182 14/08/2018 Farnham TCD: A shunter on Farnham TCD pulled a muscle in their shoulder when operating a set of handpoints. 2 days were lost from duty,Non-severe,0.001
SMIS239763,2018-06-15 10:45:00.000,201803,Shields ET Depot,"Person interacting with animal, object,  vehicle or another person",Staff member injured himself with spanner after it slipped and struck him on the face resulting in bruising and a cut to his right cheek.,Non-severe,0.001
SMIS239739,2018-06-15 21:00:00.000,201803,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",Staff 40143 15/01/2018 Wimbledon TCD: An MB2 injured their shoulder when using a breaker bar to undo a locking nut.,Non-severe,0.001
