"smis_reference","event_date","period","place","report_title","railway_operating_incident_type","description","owning_org","organisations_involved"
SMIS2610742,2018-09-13 00:00:00.000,201806,Neville Hill LMD East Midlands Trains,Railway operating incident,Other: Points Run Through,Points run through at Neville Hil,East Midlands Railway,"East Midlands Railway, Northern, East Midlands Railway"
SMIS2610694,2018-09-13 03:43:00.000,201806,Neville Hill Depot East console,Railway operating incident,Train authorised to proceed with points incorrectly set,Damage - 29 B power points had been run through within limit of shunt at Neville Hill Depot.,Network Rail,Network Rail
SMIS2610782,2018-09-17 22:47:00.000,201807,Selhurst Depot,Railway operating incident,Other: Wrong Route given by signaller and Taken,Wrong Route Taken - Norwood Junction - NO INJURY - 17/09/2018 - 5B47  - 377213 377212,Govia Thameslink Railway,Govia Thameslink Railway
SMIS2611131,2018-09-25 00:00:00.000,201807,Crewe Gresty,Railway operating incident,,(6C50) Dangerous goods placard only placed on one side,Direct Rail Services,"DB Cargo (UK), Direct Rail Services"
SMIS2611000,2018-09-26 04:00:00.000,201807,Wimbledon LMD (London),Railway operating incident,Train rolled back or forwards,Operating Incident 26/09/2018 Wimbledon Train Depot: 707010 rolled during the brake test while the unit was being powered up. Was brought to a stand with emergency stop.,South Western Railway,South Western Railway
SMIS2611010,2018-09-27 22:00:00.000,201807,Crewe Coal Yard SB,Railway operating incident,Wrong route set for train,Wrong route: NT 5H35 2008 Liverpool Lime Street - Stockport Carriage Sidings at CY18 signal Crewe Coal Yard.  Driver took route,Network Rail,"Network Rail, Northern"
SMIS2611028,2018-09-28 13:10:00.000,201807,Oxford Down Carriage Sidings,Railway operating incident,,"OCC -  Delivery driver, who had arrived at site in Oxford Down carriage Sidings to collect materials, was observed to be walking across open sidings lines. [SCO39342] IP-GW&C",Network Rail,"Amey Rail, Network Rail, Other, CrossCountry"
SMIS2611038,2018-09-29 14:48:00.000,201807,Orpington Tcd (LMD) (London),Railway operating incident,Failed to follow safe system of work,OCC  TOC Contractors working in Orpington Sidings without a Sidings Possession/Line blockage,Network Rail,Network Rail
SMIS2611451,2018-10-01 21:50:00.000,201807,Wimbledon LMD (London),Railway operating incident,Other: Movement undertaken with brakes isolated,Depot Operating Movement 01/10/2018 Wimbledon TCD: Unit given permission to move with the brakes isolated on 3 of the 4 coaches.,South Western Railway,South Western Railway
SMIS2611252,2018-10-03 00:00:00.000,201807,Allerton LMD,Railway operating incident,Train rolled back or forwards,Unit rolled back at Allerton depot,Northern,Northern
SMIS2611126,2018-10-03 11:40:00.000,201807,Acton Yard,Railway operating incident,Wrong route set for train,Wrong route - 7A09 (07:16 Merehead - Acton Yard) was wrongly routed from SN200 signal to SN182 on the Up Poplar line. Route taken,Network Rail,"DB Cargo (UK), Network Rail"
SMIS2611123,2018-10-03 15:09:00.000,201807,Woking Down Yard,Railway operating incident,,OCC - A colas driver crossed 4 open running lines at Woking down yard stopping in the 10ft to let a fast train go by,Network Rail,"Colas Rail, Network Rail"
SMIS2611198,2018-10-03 17:30:00.000,201807,East Ham LMD (London),Railway operating incident,Other isolation error,Isolation arrangements not followed correctly at East Ham depot,Trenitalia c2c,Trenitalia c2c
SMIS2611572,2018-10-05 00:00:00.000,201807,Tyseley LMD,Railway operating incident,Train rolled back or forwards,Movement without authority at Tyseley,West Midlands Trains,West Midlands Trains
SMIS376268,2018-10-05 16:20:00.000,201807,Wimbledon LMD (London),"Train striking or struck by animal, object or road vehicle",Other train movement without authority: Moved without permission from the DP,"Collision on Depot 05/10/2018 Wimbledon Depot: unit 707020 was moved with the gantry kneel boards in the deployed position, causing the train to strike the boards.",South Western Railway,South Western Railway
SMIS2611441,2018-10-08 02:20:00.000,201807,Salisbury LMD,Railway operating incident,Scotches not removed,Operating Incident 08/10/2018 Salisbury Traincare Depot: unit 159015 was attempted to be moved with wheel scotches still attached.,South Western Railway,South Western Railway
SMIS2611692,2018-10-08 22:40:00.000,201807,Wimbledon LMD (London),Railway operating incident,Train authorised to proceed with points incorrectly set,Operational Incident 08/10/2018 Wimbledon Depot: wrong route given to 5Y74 2240 Epsom - Wimbledon Traincare Depot at Wimbledon Depot. Not taken by driver.,South Western Railway,South Western Railway
SMIS2611282,2018-10-10 14:56:00.000,201807,Heaton LMD,Railway operating incident,,"1S01 06:22 Newcastle - Edinburgh was reported to have left Heaton Depot with door left on one catch.",Northern,"Network Rail, Northern"
SMIS2612202,2018-10-11 00:00:00.000,201807,Neville Hill LMD (Ns) Northern Rail,Railway operating incident,Failed to follow safe system of work,Reported Depot irregularity at Holbeck,Northern,"Network Rail, Northern"
SMIS2612203,2018-10-12 00:00:00.000,201807,Eastcroft LMD (Nottingham),Railway operating incident,Other: Other,Operations Incident on Depot,East Midlands Railway,"East Midlands Railway, Network Rail, East Midlands Railway"
SMIS2611300,2018-10-12 03:26:00.000,201807,Tyne Docks,Railway operating incident,Item within load not secured,"6N98 Arrived at Port of Tyne with 5 Hopper Doors Open",GB Railfreight,"GB Railfreight, Network Rail"
SMIS2611380,2018-10-12 11:00:00.000,201807,Clapham Junction LMD (London),Railway operating incident,Other train movement without authority: Train moved without the authority of the shunter,IWT 12/10/2018 Clapham TCD: 5O09 moved without the authority of the shunter.,South Western Railway,South Western Railway
SMIS2611567,2018-10-12 23:49:00.000,201807,Treherbert depot,Railway operating incident,Entering possession,"5T62/143605/Derailment at Treherbert siddings",Transport for Wales Rail,"Network Rail, Transport for Wales Rail"
SMIS2611326,2018-10-14 22:23:00.000,201808,Tees Yard,Railway operating incident,Wrong route set for train,Wrong Route - 2D26 (21:27 Darlington-Middlesbrough) was wrong routed by the signaller at TY213 signal at Tees. Not taken.,Network Rail,"Network Rail, Northern"
SMIS2611333,2018-10-14 23:04:00.000,201808,Tees Yard,Railway operating incident,Train division,"4N03 Train Division at Tees Down Staging Sidings",GB Railfreight,"DB Cargo (UK), GB Railfreight, Network Rail"
SMIS2611376,2018-10-15 22:25:00.000,201808,Sheffield MDU (Fish Dock),Railway operating incident,Other,Unit 144017 fuelled without stop boards placed on unit.,Northern,Northern
SMIS2611569,2018-10-17 00:00:00.000,201808,Freightliner Leeds,Railway operating incident,Other: Ok to move given with fuel pipe attached,Fuelling incident Holbeck depot,Northern,"Freightliner Group, Northern"
SMIS2611518,2018-10-17 01:00:00.000,201808,Swindon Cocklebury Sidings,Railway operating incident,,"OCC - Isolation limit was altered and did not cover the whole of the adjacent line, Cocklebury Sidings  [SCO39708] IP-GW&C",Network Rail,"Amey Rail, Network Rail"
SMIS2611536,2018-10-19 00:00:00.000,201808,Etches Park LMD (Derby),Railway operating incident,Other train movement without authority: NTBM Board attached,Not to be moved board incident on 5F17,East Midlands Railway,"East Midlands Railway, East Midlands Railway"
SMIS2612443,2018-10-22 04:25:00.000,201808,Streatham Hill Traincare Depot,Railway operating incident,Other isolation error,OCC - PICOP lifted the marker boards whilst testing was still being carried out.,Network Rail,Network Rail
SMIS3013930,2018-10-23 23:01:00.000,201808,Acton,Slip trip or fall,Other wrongly authorised train movement: Train already on line,Accident and Near Miss at Acton Yard 22/10/2018,GB Railfreight,"DB Cargo (UK), GB Railfreight, Network Rail"
SMIS2611665,2018-10-24 11:34:00.000,201808,Crewe Iemd,Railway operating incident,No equipment was isolated,OCC: Depot staff working on No.8 road at Crewe Carriage Sidings under impression isolation was in force,Network Rail,"DB Cargo (UK), Network Rail, Other, CrossCountry"
SMIS2611838,2018-10-25 00:22:00.000,201808,Shrub Hill LMD (Worcester),Railway operating incident,Coupling incorrectly connected,Rough shunt - Worcester Light Maintenance Depot,West Midlands Trains,West Midlands Trains
SMIS2611606,2018-10-25 06:53:00.000,201808,Holbeck Jcn & Depot (Leeds),Railway operating incident,Wrong route set for train,"Wrong Route – 5F22 (06:49 Holbeck To Castleford) was wrong routed by signaller at L3862 signal, Holbeck.  Not Taken.",Network Rail,"Network Rail, Northern"
SMIS2611659,2018-10-27 03:55:00.000,201808,Freightliner Felixstowe,Railway operating incident,Train door incident,"4L22 Arrived Felixstowe With Container Doors Strapped But Partially Open",GB Railfreight,"Freightliner Group, GB Railfreight, Network Rail"
SMIS2612360,2018-10-31 13:45:00.000,201808,Wigan Nw MDU,Railway operating incident,Failed to follow safe system of work,OCC:  Lorry driver entered the exclusion zone whilst excavator was being moved at Springs Branch depot  IP Northern Porgrammes,Network Rail,"Network Rail, VolkerRail"
SMIS2611729,2018-10-31 22:05:00.000,201808,Holbeck Jcn & Depot (Leeds),Railway operating incident,Wrong route set for train,Wrong Route - 2B35 ( 21:22 Leeds to Doncaster) had been wrongly routed at L3606 signal towards the Down Bradford line in error. Not taken.,Network Rail,"Network Rail, Northern"
SMIS2611785,2018-11-01 15:40:00.000,201808,Salisbury LMD,Railway operating incident,Other train movement without authority: Unit moved with NTMB attached.,IR 01/11/2018 Salisbury TCD: Shunt move carried out on Salisbury TCD with a not be be moved board attached.,South Western Railway,South Western Railway
SMIS2611880,2018-11-07 11:38:00.000,201808,Ramsgate Train Maintenance Depot,Railway operating incident,Other wrongly authorised train movement: presuming other shunts complete,Release given to occupied section involving EK4989 Ramsgate Depot,Southeastern,Southeastern
SMIS2612548,2018-11-09 20:44:00.000,201808,Heaton LMD,Railway operating incident,Other: Passenger overcarried,Operational Incident - Passenger overcarried to Heaton TMD on the 1P35/5P35,TransPennine Express,"Northern, TransPennine Express"
SMIS2611953,2018-11-10 10:50:00.000,201808,Dollands Moor,Railway operating incident,Train division,"4360 10:12 Dollands Moor - Frethun has become divided in the Channel Tunnel with the separate portions coming to a stand approximately half a mile apart",DB Cargo (UK),DB Cargo (UK)
SMIS2612204,2018-11-10 20:56:00.000,201808,Heaton LMD,Railway operating incident,Entering worksite,"185102  struck watre bowser at Heaton Traincare depot",Northern,"Network Rail, Northern"
SMIS2612064,2018-11-14 17:46:00.000,201809,Bletchley Carriage Sidings,Railway operating incident,Other isolation error: Earths not removed,OCC: TOC Contractors left Earths in place when section re-energised at Bletchley Carriage Sidings.,Network Rail,"Network Rail, Other, CrossCountry, West Midlands Trains"
SMIS2612138,2018-11-17 01:50:00.000,201809,Grove Park Depot,Railway operating incident,Train authorised to proceed with points incorrectly set,Operating irregularity Grove Park,Southeastern,Southeastern
SMIS2612105,2018-11-17 22:30:00.000,201809,Tyseley LMD,Railway operating incident,Other: Passenger on ECS,"PASSENGER ON ECS - Passenger found on board  unit 170110 5H74 19:51 Nottingham - Tyseley at Tyseley depot, having worked 1G83 19:29 Nottingham - Birmingham New Street.",CrossCountry,"CrossCountry, West Midlands Trains"
SMIS2612332,2018-11-19 15:10:00.000,201809,Barton Mills LMD,Railway operating incident,"Other train movement without authority: Train attached to unit which had ""Not to Be Moved"" board attached.","Operational Incident 19/11/2018 Barton Mill Sidings: the driver of 5L75 0005 Basingstoke - Barton Mill Sidings attached to a berthed 450 unit which had a ""Not to Be Moved"" board attached",South Western Railway,South Western Railway
SMIS2612224,2018-11-22 18:50:00.000,201809,Wembley Yard,Railway operating incident,Train runaway,Wembley shunter reports that a HTA set appears to have run away from A5 road in Wembley yard. It has passed Wembley WY169 GPL signal and run through WY474 points,DB Cargo (UK),"DB Cargo (UK), Network Rail"
SMIS2612267,2018-11-24 23:30:00.000,201809,Tyseley LMD,Railway operating incident,Other: Passenger on ECS,PASSENGER ON ECS - Tyseley depot report sleeping passenger found on set 170638 working 5M87 22:52 Birmingham New Street - Tyseley on arrival on the depot.,CrossCountry,"CrossCountry, Network Rail"
SMIS2612316,2018-11-28 08:54:00.000,201809,Doncaster Marshgate Depot,Railway operating incident,Failed to follow safe system of work,OCC - Fencing Contractor Staff were reported in incorrect PPE working Lineside at Doncaster Marshgate,Network Rail,"Network Rail, Other, CrossCountry"
SMIS2612751,2018-11-30 10:04:00.000,201809,Victoria Grosvenor Rd LMD (Ldn),Railway operating incident,Other wrongly authorised train movement: Into siding leaving rear of train over main line points,Wrong Route - Unit wrongly routed into Victoria Sidings leaving the rear over main line points,Network Rail,"Govia Thameslink Railway, Network Rail, Southeastern"
SMIS2612582,2018-12-01 00:25:00.000,201809,Etches Park LMD (Derby),Railway operating incident,,Unknown shunt move at Etches Park,East Midlands Railway,"East Midlands Railway, East Midlands Railway"
SMIS2612448,2018-12-03 05:02:00.000,201809,Crown Point LMD (Norwich),Railway operating incident,Other,Coupling incident - NCP,Greater Anglia,Greater Anglia
SMIS2612438,2018-12-04 14:16:00.000,201809,St Andrews Sidings,Railway operating incident,Protection removed too early,"OCC - Line Blockage Irregularity - Signaller incorrectly removed protection from a Sidings Possession at St Andrews Siding, after receiving a call from a COSS who had been working red zone in a different location",Network Rail,Network Rail
SMIS2612609,2018-12-05 15:45:00.000,201809,Lovers Walk TMD,Railway operating incident,Train rolled back or forwards,Train Rolled back and collided with another Unit,Govia Thameslink Railway,Govia Thameslink Railway
SMIS2612576,2018-12-11 07:00:00.000,201810,Northampton Station MDU,Railway operating incident,Other,Train left depot with CET hose attached,West Midlands Trains,West Midlands Trains
