"smis_reference","event_date","period","place","report_title","sub_event","personal_accident_type","fwi_2013"
SMIS2322851,2018-06-05 22:00:00.000,201803,Craigentinny LMD (Edinburgh),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3010697,2018-06-05 23:50:00.000,201803,Doncaster Csdc,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2073,2018-06-06 00:00:00.000,201803,Etches Park LMD (Derby),Person exposed to a hazardous condition,person exposed to a hazardous condition,Hazardous condition,0.001
SMIS239853,2018-06-06 14:30:00.000,201803,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS239510,2018-06-07 00:00:00.000,201803,Neville Hill LMD East Midlands Trains,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS02569,2018-06-07 03:40:00.000,201803,Newton Heath LMD (Manchester),Awkward Body Movement,awkward body movement,Awkward body movement,0.001
SMIS3011080,2018-06-07 09:00:00.000,201803,Birkenhead North LMD,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS3010808,2018-06-07 10:30:00.000,201803,Slade Green LMD,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.125
SMIS239502,2018-06-07 15:00:00.000,201803,Woking ECR,"Person interacting with animal, object,  vehicle or another person",person interaction,Interaction with train,0.001
SMIS016989,2018-06-08 12:10:00.000,201803,Guide Bridge MDU,Assault and abuse,assault and abuse,Assault or abuse,0.001
SMIS19640,2018-06-09 00:00:00.000,201803,Plymouth (Laira) Diesel LMD,Other event resulting in injury or fatality,other event resulting in injury fatality,,0.001
SMIS3010783,2018-06-09 06:14:00.000,201803,Shoeburyness CSD,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS239886,2018-06-10 04:50:00.000,201803,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS239516,2018-06-10 18:10:00.000,201803,Sittingbourne MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3011551,2018-06-11 09:00:00.000,201803,Cricklewood Terminal,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.01
SMIS239578,2018-06-11 12:30:00.000,201803,Gillingham (Kent) MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS239662,2018-06-11 12:45:00.000,201803,Inverness TMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS19644,2018-06-12 00:00:00.000,201803,Toton TMD,Other event resulting in injury or fatality,other event resulting in injury fatality,,0.001
SMIS239731,2018-06-12 00:25:00.000,201803,Skipton MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Interaction with train,0.01
SMIS3010863,2018-06-12 00:45:00.000,201803,Ebbw Jct MDU,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS3010832,2018-06-12 14:41:00.000,201803,Slade Green LMD,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS173370,2018-06-13 10:11:00.000,201803,Allerton LMD,"Non-rail vehicle colliding with animal, object or another road vehicle",non rail vehicle collision,,0.001
SMIS02576,2018-06-13 22:00:00.000,201803,Heaton LMD,Awkward Body Movement,awkward body movement,Awkward body movement,0.001
SMIS19652,2018-06-14 00:00:00.000,201803,Reading (Cow Lane) MDU,Other event resulting in injury or fatality,other event resulting in injury fatality,,0.001
SMIS239649,2018-06-14 01:00:00.000,201803,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,,0.001
SMIS2322938,2018-06-14 04:19:00.000,201803,Bounds Green LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Interaction with an animal,0.001
SMIS02573,2018-06-14 13:30:00.000,201803,Heaton LMD,Awkward Body Movement,awkward body movement,Awkward body movement,0.001
SMIS239678,2018-06-14 19:24:00.000,201803,Farnham LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS239763,2018-06-15 10:45:00.000,201803,Shields ET Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS239739,2018-06-15 21:00:00.000,201803,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3010990,2018-06-16 07:25:00.000,201803,Newton Heath LMD (Manchester),Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS3011006,2018-06-16 20:51:00.000,201803,Crewe Gresty,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS3011550,2018-06-17 10:00:00.000,201803,Etches Park LMD (Derby),Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2310411,2018-06-17 23:00:00.000,201803,Tyseley LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS239857,2018-06-18 00:00:00.000,201803,Old Oak Common LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS2310305,2018-06-18 05:05:00.000,201803,Farnham LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS239760,2018-06-18 09:30:00.000,201803,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3025607,2018-06-18 23:45:00.000,201803,Clayhills LMD (Aberdeen),Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS239759,2018-06-19 01:10:00.000,201803,Farnham LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS239769,2018-06-19 08:40:00.000,201803,Edinburgh MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Interaction with railway infrastructure,0.001
SMIS239826,2018-06-19 10:30:00.000,201803,Ramsgate Train Maintenance Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3011023,2018-06-19 21:00:00.000,201803,Cambridge Cavendish Rd LMD,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2311076,2018-06-19 22:40:00.000,201803,Banbury Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3011035,2018-06-20 10:00:00.000,201803,Stourbridge Junction Sidings,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS239836,2018-06-21 12:30:00.000,201803,Holbeck Jcn & Depot (Leeds),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3011087,2018-06-21 17:14:00.000,201803,Hornsey MDU,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS19661,2018-06-22 00:00:00.000,201803,Bristol St Philips Marsh LMD,Other event resulting in injury or fatality,other event resulting in injury fatality,,0.001
SMIS02594,2018-06-23 10:00:00.000,201803,Neville Hill LMD East Midlands Trains,Awkward Body Movement,awkward body movement,Awkward body movement,0.001
SMIS3011133,2018-06-24 03:00:00.000,201804,Neville Hill LMD East Midlands Trains,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.01
SMIS239952,2018-06-25 15:30:00.000,201804,Derby RTC Yard,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS239942,2018-06-26 00:55:00.000,201804,Ramsgate Train Maintenance Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS239978,2018-06-26 11:00:00.000,201804,Tyseley LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS239950,2018-06-26 14:45:00.000,201804,Barnham MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS021366,2018-06-26 16:30:00.000,201804,Bounds Green LMD,Awkward Body Movement,awkward body movement,Awkward body movement,0.001
SMIS2310025,2018-06-26 23:00:00.000,201804,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS239944,2018-06-26 23:31:00.000,201804,Ipswich MDU,"Person interacting with animal, object,  vehicle or another person",slip trip or fall; person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS239944,2018-06-26 23:31:00.000,201804,Ipswich MDU,"Person interacting with animal, object,  vehicle or another person",slip trip or fall; person interaction,"Slip, trip, fall",0.001
SMIS2310212,2018-06-27 04:35:00.000,201804,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2310000,2018-06-27 07:30:00.000,201804,Tyseley LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS239983,2018-06-27 11:28:00.000,201804,Chaddesden Sidings,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS239979,2018-06-27 12:30:00.000,201804,Kirkdale TCS (LMD) (Liverpool),"Person interacting with animal, object,  vehicle or another person",person interaction,Interaction with an animal,0.001
SMIS3011304,2018-06-27 14:10:00.000,201804,Neville Hill LMD (Ns) Northern Rail,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2310081,2018-06-28 00:20:00.000,201804,Sheffield LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2310013,2018-06-28 08:16:00.000,201804,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS02601,2018-06-28 15:30:00.000,201804,Shrub Hill LMD (Worcester),Awkward Body Movement,awkward body movement,Awkward body movement,0.01
SMIS2310071,2018-06-29 03:00:00.000,201804,Tyseley LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2310083,2018-06-29 04:35:00.000,201804,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2310450,2018-06-29 10:46:00.000,201804,Selhurst Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2310400,2018-06-29 14:00:00.000,201804,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,,0.001
SMIS2310547,2018-06-30 01:10:00.000,201804,Bridgeton Yard,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3011421,2018-06-30 22:00:00.000,201804,Neville Hill LMD (Ns) Northern Rail,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2310052,2018-07-01 05:27:00.000,201804,Exeter New Yard,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2080,2018-07-01 11:30:00.000,201804,Neville Hill LMD East Midlands Trains,Person exposed to a hazardous condition,person exposed to a hazardous condition,Hazardous condition,0.001
SMIS2310308,2018-07-02 02:30:00.000,201804,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2310090,2018-07-02 10:45:00.000,201804,Tyne Yard,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2310208,2018-07-02 13:00:00.000,201804,Horsham Buildings MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3011464,2018-07-02 19:35:00.000,201804,Southampton Up Goods Loop,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.125
SMIS3011384,2018-07-03 04:15:00.000,201804,Fratton Tcd (LMD),Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2310454,2018-07-03 10:50:00.000,201804,Selhurst Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3011611,2018-07-03 17:35:00.000,201804,Canton Buildings MDU,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS21244,2018-07-04 00:00:00.000,201804,Wembley Depot,Person exposed to a hazardous substance,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS19684,2018-07-04 00:00:00.000,201804,Exeter Olds View Depot MDU,Other event resulting in injury or fatality,other event resulting in injury fatality,,0.001
SMIS3011651,2018-07-04 04:30:00.000,201804,Canton Buildings MDU,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS02604,2018-07-04 08:00:00.000,201804,Knottingley Tmd,Awkward Body Movement,awkward body movement,Awkward body movement,0.001
SMIS2310142,2018-07-04 11:10:00.000,201804,Ryde LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
