"smis_reference","event_date","period","place","report_title","personal_accident_type","description"
SMIS383757,2018-04-27 14:19:00.000,201801,West Ruislip Sidings,Vandalism,,"6838 - Graffiti on 5H55 unit 165038 vehicle 58832 at West Ruislip"
SMIS374684,2018-04-27 22:00:00.000,201801,Quaker's Yard,"Train striking or struck by animal, object or road vehicle",,TSBS. 2E68 2138 Merthyr Tydfil - Bridgend struck a fallen tree near Quakers Yard
SMIS35186,2018-04-28 01:40:00.000,201801,Liverpool Edge Hill MDU,Train derailment,,Derailment: Bogie came off rails when moving closure rails from Wapping Sidings
SMIS2214500,2018-04-28 02:23:00.000,201801,Craigentinny LMD (Edinburgh),Person in a prohibited area,,Craigentinny reported that a trespasser was seen on the depot.`
SMIS3010099,2018-04-28 09:30:00.000,201801,Bounds Green LMD,Slip trip or fall,"Slip, trip, fall",A Band A at Bounds Green fell into the shallow pit
SMIS3010277,2018-04-28 22:50:00.000,201801,Carmarthen MDU,Slip trip or fall,"Slip, trip, fall","143624 28042018 CMN [MINOR]- Driver tripped on train step"
SMIS309850,2018-04-29 00:00:00.000,201802,Etches Park LMD (Derby),Slip trip or fall,"Slip, trip, fall",STF Other at EtchesPark
SMIS19567,2018-04-29 00:00:00.000,201802,Bristol St Philips Marsh LMD,Other event resulting in injury or fatality,,Staff injury at St Philips Marsh
SMIS383756,2018-04-29 07:30:00.000,201802,Bicester Turnback Sidings,Vandalism,,"6885 - Graffiti on 5T11 168108 vehicle58158 at Bicester Turnback"
SMIS238672,2018-04-29 10:00:00.000,201802,Neville Hill LMD East Midlands Trains,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Injured finger at Nevill Hill
SMIS238704,2018-04-29 10:05:00.000,201802,Tyseley LMD,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Technician sprained his lower back whist moving a bowser at Tyseley
SMIS35188,2018-04-29 10:45:00.000,201802,Freightliner Crewe Basford Hall,Train derailment,,Derailment: Wagon 394222 became derailed during a propelling move from Basford Hall No.14 siding to No.20 siding.
SMIS383006,2018-04-29 12:38:00.000,201802,Quaker's Yard,Vandalism,,Vandalism. Mesh fence damaged by vandals at Quakers Yard
SMIS238701,2018-04-29 13:45:00.000,201802,Ramsgate Train Maintenance Depot,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool","Ramsgate shunter pulled neck, back and shoulder pulling points"
SMIS2214437,2018-04-29 16:05:00.000,201802,Frodingham Depot,Person in a prohibited area,,Trespass – 1B80 (13:55 Manchester Airport – Cleethorpes) reported youths on the viaduct at Frodingham.
SMIS35189,2018-04-29 19:55:00.000,201802,Freightliner Crewe Basford Hall,Train derailment,,Derailment: Coalfish wagon 394013 became derailed during a propelling move at Crewe Basford Hall Yard
SMIS3010013,2018-04-29 20:55:00.000,201802,Wembley C Sidings,Slip trip or fall,"Slip, trip, fall",Fall on train
SMIS238696,2018-04-30 00:00:00.000,201802,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Contact dropped object at Etches
SMIS238707,2018-04-30 00:00:00.000,201802,Plymouth (Laira) Diesel LMD,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Fitter at Laira Depot struck by cable
SMIS383022,2018-04-30 04:00:00.000,201802,Kirkdale TCS (LMD) (Liverpool),Vandalism,,Unit 508141 was vandalised with grafitti whilst stabled overnight at Kirkdale Depot.
SMIS324275,2018-04-30 08:52:00.000,201802,Crewe Coal Yard SB,Train-track control system brake application or fault,,Control system: WMT 1F32 0701 Birmingham New Street to Liverpool Lime Street reported an AWS code 2 at CY47 signal Crewe Coal Yard; damaged 2 core cable
SMIS324276,2018-04-30 09:22:00.000,201802,Coal Yard (Crewe),Train-track control system brake application or fault,,AWS: 1S39 0716 Birmingham NS - Glasgow  reported an AWS code 2 fault at CY47 signal at Crewe Coal yard area.
SMIS309865,2018-04-30 15:34:00.000,201802,Grove Park LMD (London),Slip trip or fall,"Slip, trip, fall",Grove Park sidings; shunter fell exiting cab 465911 65360
SMIS324280,2018-04-30 19:40:00.000,201802,DRS Motherwell,Train-track control system brake application or fault,,"4Z58 has had a penalty TPWS brake demand on the Down Slow at East Midlands Parkway for the 50PSR."
SMIS13847,2018-04-30 22:30:00.000,201802,Tonbridge MDU,Life saving rule breach,,LSR - Positive result under NWR Drugs and Alcohol Policy
SMIS071027,2018-04-30 22:50:00.000,201802,Bank Hall; third party scrap yard,Fire or explosion (train),,Fire: Fire in an adjacent scrap yard in the Bank Hall / Sandhills Jn area affecting train running
SMIS269247,2018-05-01 00:00:00.000,201802,Crown Point LMD (Norwich),Railway operating incident,,INVESTIGATION: Unauthorised Movement - NCP - 01/05/18
SMIS19570,2018-05-01 00:00:00.000,201802,Reading (Cow Lane) MDU,Other event resulting in injury or fatality,,Fitter at Reading TCD strained his back whilst fitting a new WSP rack to 165107
SMIS362772,2018-05-01 06:56:00.000,201802,Stourbridge Junction Sidings,Train Fault,,"6992/18 - Driver was unable to release the brakes on 5J16 Unit 68008 at Stourbridge Siding"
SMIS267998,2018-05-01 09:43:00.000,201802,Swindon Cocklebury Sidings,Railway operating incident,,OCC - Unauthorised movement of a stoneblower in Swindon Cocklebury Sidings [SCO37170] NSC
SMIS238755,2018-05-01 11:00:00.000,201802,Ryde LMD,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Staff 19509 01/05/2018 Fitter based at Ryde St Johns TCD was flicked in the face with a spanner.
SMIS2216886,2018-05-01 11:43:00.000,201802,Wembley Depot,Person in a prohibited area,,"7016/18 - A passenger was found onboard a train when it arrived in Wembley Depot"
SMIS19569,2018-05-01 13:30:00.000,201802,Stoke On Trent MDU,Other event resulting in injury or fatality,,MTC reports fitter has burnt his right hand.
SMIS238757,2018-05-01 19:40:00.000,201802,Clapham Junction LMD (London),"Person interacting with animal, object,  vehicle or another person",,"Staff 32929 01/05/2018 Driver sustained a cut to their finger whilst changing ends at Clapham Yard, 1 Sidings in a 10 car 458 set"
SMIS309934,2018-05-01 22:15:00.000,201802,Neville Hill LMD East Midlands Trains,Slip trip or fall,"Slip, trip, fall",STF over objects at Neville hill
SMIS383110,2018-05-02 00:00:00.000,201802,Battersea ACE Yard,Vandalism,,"Vandalism-Report had been received padlock, chain and aluminium cable was stolen from Battersea Yard (SCO37335)"
SMIS238739,2018-05-02 01:25:00.000,201802,Bounds Green Depot,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",PA - contractor on IP Scotland & North East worksite at Bounds Green suffered cut finger on sharp edge of a bracket. SCO 37194
SMIS238725,2018-05-02 01:30:00.000,201802,Stewarts Lane LMD (London),"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Battersea Stewarts Lane Engineering Depot - 02/05/2018
SMIS383039,2018-05-02 06:20:00.000,201802,Kirkdale TCS (LMD) (Liverpool),Vandalism,,Unit 508112 was vandalised with grafitti whilst stabled overnight at Kirkdale Depot.
SMIS29497,2018-05-02 07:45:00.000,201802,Grove Park LMD (London),Signal passed at danger,,"3S15 Passed Stop Board Without Authority as CAT A SPAD Grove Park Down sidings GV821"
SMIS3010014,2018-05-02 11:40:00.000,201802,Salisbury LMD,Slip trip or fall,"Slip, trip, fall",Staff 24835 02/05/2018 MB2 slipped in the lifting bay at Salisbury TCD straining their back. 18 days were lost from duty.
SMIS309925,2018-05-02 22:37:00.000,201802,DRS Rugby,Slip trip or fall,"Slip, trip, fall",Mobile Operative advises that he has twisted his left ankle after losing his footing whilst crossing a walkway in Rugby Yard.
SMIS19574,2018-05-03 01:03:00.000,201802,Stoke On Trent MDU,Other event resulting in injury or fatality,,Fitter strained his left bicep whilst working teh Shot Blast Plant Room at Stoke Works.
SMIS268030,2018-05-03 01:14:00.000,201802,Colchester LMD,Railway operating incident,,Unathorised train movement
SMIS238776,2018-05-03 06:00:00.000,201802,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Pain after operating points.
SMIS268018,2018-05-03 09:40:00.000,201802,Bounds Green LMD,Railway operating incident,,OHL Trip Out at Bounds Green due to an earthing strap attached to a live line
SMIS309963,2018-05-03 12:47:00.000,201802,Oxford Down Carriage Sidings,Slip trip or fall,"Slip, trip, fall","PASSENGER ACCIDENT - 1O84 07:25 NCL-SOU, 220 026, Female passenger fell over on the train, injuring her back."
SMIS35192,2018-05-03 13:03:00.000,201802,Rotherham MDU,Train derailment,,Advised by GSTM that whilst GBRf service 4Z81 was backing out of Rotherham Steel terminal that the fourth wagon behind the loco FEA 640693 had derailed 1 axle
SMIS374734,2018-05-03 13:15:00.000,201802,Wimbledon LMD (London),"Train striking or struck by animal, object or road vehicle",,Collision on Depot 03/05/2018 Wimbledon TCD: Shutter roller doors struck during shunt on depot. Unit 458516.
SMIS383043,2018-05-03 17:01:00.000,201802,Newstead Stockyard NCB LC,Vandalism,,Vandalism – 2D19 reported out of use crossing appeared to be opened up at Stockyard Lane Newstead Loop.
SMIS239469,2018-05-03 21:15:00.000,201802,Soho LMD (Birmingham),"Person interacting with animal, object,  vehicle or another person",Interaction with train,Techincian cut his finger whilst fitting brake pads on 64015
SMIS02529,2018-05-04 00:00:00.000,201802,Doncaster Down Decoy,Awkward Body Movement,Awkward body movement,TM personal accident at Doncaster RR
SMIS309999,2018-05-04 00:05:00.000,201802,Welwyn Gdn City LMD,Slip trip or fall,"Slip, trip, fall",Staff Acc - TL slipped when went to grab the railings on the side of the train Welwyn Garden City Sidings 04/05/2018
SMIS268148,2018-05-04 03:43:00.000,201802,Swindon Cocklebury Sidings,Railway operating incident,,OCC - Ground staff advised that the Swindon Back Road/ Cocklebury Sidings points were clipped in the reverse position overnight (not first occurrence) after possession Item 91 (Uffington to Swindon East). ) [SCO37725] IP-GW&C
SMIS383755,2018-05-04 04:00:00.000,201802,Aylesbury LMD,Vandalism,,"7174 - Graffiti on ECS 165026 vehicle 58876 at Aylesbury Depot"
SMIS238850,2018-05-04 05:05:00.000,201802,Stewarts Lane LMD (London),"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Battersea Stewarts Lane Engineers Depot - in depot on 10 road in side unit 455835 DTSB door - 04/05/18
SMIS19584,2018-05-04 06:00:00.000,201802,Shoeburyness CSD,Other event resulting in injury or fatality,,Train Driver sustained puncture injury to right hand from a fragment of of sharp metal in the frame of an Mess Room chair
SMIS238840,2018-05-04 09:15:00.000,201802,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Contractor 04/05/2018 Bournemouth TCD: Contractor sustained fractured finger when lifting under frame tank into position under a 442. Lost time from duty
SMIS35260,2018-05-04 11:40:00.000,201802,Ely MDU,Train derailment,,Derailment
SMIS383141,2018-05-04 12:14:00.000,201802,Newstead Stockyard NCB LC,Vandalism,,Vandalism – A member of staff reported earth cable and 14 x 6v at 50kg batteries had been stolen at Newstead Stockyard Crossing
SMIS3010032,2018-05-04 13:20:00.000,201802,Allerton LMD,Slip trip or fall,"Slip, trip, fall",MOS tripped on dislodged GRP walkway
SMIS2214658,2018-05-04 23:56:00.000,201802,Crewe Sorting Siding North,Person in a prohibited area,,Trespass:Driver of a shunt loco reported a male trespasser adjacent to the Down Fast independent line at Crewe SS North
SMIS238863,2018-05-05 00:11:00.000,201802,Horsham Buildings MDU,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Staff Acc - Whilst hoovering step back and bumped into the blue post past disabled toilet - train 700131 carriage 407131 - 05/05/18
SMIS3010410,2018-05-06 08:23:00.000,201802,Holyhead LMD,Slip trip or fall,"Slip, trip, fall","06052018 HHD 029 [MINOR]- Driver fell on ballast"
SMIS117735,2018-05-06 15:10:00.000,201802,Earles Sidings,Irregular signal aspect sequence,,"Signal failure: NT 2S37 1414 Sheffield to Manchester Piccadilly reported ES33 signal Earles Sidings was showing a poor ""off""."
SMIS239543,2018-05-07 01:00:00.000,201802,Machynlleth LMD,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool","07052018 MCN [MINOR]- Cleaner cut finger on blade"
SMIS238792,2018-05-07 02:00:00.000,201802,Glasgow Central Salkeld St MDU,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",PA Motherwell DU: MOS for OHL dept injured back muscles when lifting equipment at Salkeld street depot.
SMIS309987,2018-05-07 15:58:00.000,201802,Three Bridges Maintenance Depot,Slip trip or fall,"Slip, trip, fall","PA - Works Delivery Contractor Staff accident slipped when adjusting a rail and caused injury to left hand finger, at Crawley New Yard"
SMIS238926,2018-05-08 09:30:00.000,201802,Bournemouth Middle Sidings,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Staff 08/05/2018 Production manager was struck by a panel at Bournemouth TCD
SMIS3010129,2018-05-08 10:35:00.000,201802,Neville Hill LMD (Ns) Northern Rail,Slip trip or fall,"Slip, trip, fall","Fitter fell down pit steps, Neville HIll"
SMIS253126,2018-05-08 17:49:00.000,201802,Vineyard Farm 1,Railway infrastructure fault,,LC failure. Defective telephones at Vineyard No 1 UWC
SMIS238879,2018-05-08 20:30:00.000,201802,Grove Park LMD (London),"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool","Contractor cut his finger grinding floor with disc on 110 volt grinder, GROVE PARK DEPOT"
SMIS3010076,2018-05-08 23:30:00.000,201802,Holyhead LMD,Slip trip or fall,"Slip, trip, fall",Hohyhead depot; Report of driver tripping over a piece of ballast and falling while walking over a walking route in depot. Ambulance called.
SMIS268085,2018-05-09 00:02:00.000,201802,Peterborough; Peterborough Tcd,Railway operating incident,,Pax overcarried on ECS Peterborough Nene CS 09/05/2018 NO INJURY
